eid,doi,title,year,journal,authors,affiliations,authors_with_affiliations,abstract,author_keywords,index_keywords,doc_type,publication_stage,open_access,link,__source_file,label,note
2-s2.0-85109993894,10.1108/JSM-11-2020-0444,Imperfect produce: retailer actions and service outcomes,2021,Journal of Services Marketing,"Mukherjee, A.; Mukherjee, A.; Iyer, P.","Department of Marketing, University of Arkansas, Fayetteville, AR, United States; Portland State University, Portland, OR, United States; Department of Marketing, Middle Tennessee State University, Murfreesboro, TN, United States","Mukherjee, Atmadeep, Department of Marketing, University of Arkansas, Fayetteville, AR, United States; Mukherjee, Amaradri, Portland State University, Portland, OR, United States; Iyer, Pramod P., Department of Marketing, Middle Tennessee State University, Murfreesboro, TN, United States","Purpose: Food waste is a big problem where millions of pounds of produce are discarded every year because they are imperfect or unattractive. Despite the societal implications of selling unattractive produce, limited research has been directed toward understanding the effect of imperfect produce on consumers’ evaluations of the produce and retailer outcomes. This paper aims to investigate why consumers tend to discard imperfect produce and how retailer interventions (i.e. anthropomorphized signage and packaging) can alleviate these negative effects. Design/methodology/approach: Three experiments were conducted to examine the postulations. Study 1 highlights the role of consumers’ embarrassment in the purchase decision of imperfect produce and retailer patronage intention. Studies 2 and 3 provide managerially relevant boundary conditions of anthropomorphic signage and opaque packaging. Findings: Convergent results across three studies (n = 882) indicate that imperfect produce increases purchase embarrassment and reduces purchase intention and retailer patronage intention. Retailer interventions (i.e. anthropomorphic signage and opaque packaging) can allay this feeling of embarrassment and lead to an increased retailer patronage intention and higher service satisfaction. Practical implications: This research provides guidance to retailers for effectively promoting imperfect produce. Social implications: Retailers’ actions can benefit the well-being of farmers, suppliers, customers and the overall environment. Originality/value: This research adds to the literature on unattractive produce by identifying new moderators, namely, anthropomorphic signages and opaque packaging. The research also shows that purchase embarrassment is a key process mechanism. © 2021, Emerald Publishing Limited.",Anthropomorphism; Embarrassment; Experimental design; Imperfect produce; Opaque packaging; Retail; Retailer patronage intention; Servicescape,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109993894&doi=10.1108%2FJSM-11-2020-0444&partnerID=40&md5=b2fe77e25465aedbc2cd64f4711da2d7,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-105001500517,10.1016/j.foodqual.2025.105516,Do consumers prefer nearby ugly food? Examining the role of spatial-social distance in suboptimal produce preference,2025,Food Quality and Preference,"Tang, D.; Zheng, M.; Chen, W.; Huang, H.","College of Economics and Management, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China; Qiaoxing College of Economics and Management, Fujian Polytechnic Normal University, Fuqing, Fujian, China","Tang, Decong, College of Economics and Management, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China; Zheng, Manhua, Qiaoxing College of Economics and Management, Fujian Polytechnic Normal University, Fuqing, Fujian, China; Chen, Weilin, College of Economics and Management, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China; Huang, Heliang, College of Economics and Management, Fujian Agriculture and Forestry University, Fuzhou, Fujian, China","Visually suboptimal produce refers to produce with certain aesthetic imperfections. In contrast to premium produce, consumers often underestimate the perceived quality of suboptimal produce, leading to reluctance to purchase and resulting in considerable waste and subsequent environmental issues. We observed that production information for suboptimal produce may contain elements of psychological distance, which could serve as a novel factor in promoting consumer purchases of these products. To explore this, we conducted three online experiments to investigate the impact of spatial and social distances on consumers’ purchase intentions. Drawing on Construal Level Theory (CLT) and validated through experiments, our findings indicate that consumers are more likely to choose suboptimal produce with psychologically proximal. Additionally, psychological ownership and perceived quality serve as sequential mediators between psychological distance and purchase intentions, a psychological mechanism that is unique to suboptimal produce (i.e., this effect does not apply to premium produce). Furthermore, we incorporated the concept of information framing, a commonly used tool in previous studies, into the discussion of psychological mechanisms to further clarify its operational process. The results provide new theoretical and practical insights for the market promotion of suboptimal produce. © 2025 Elsevier Ltd",Information framing; Psychological distance; Psychological ownership; Suboptimal produce,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001500517&doi=10.1016%2Fj.foodqual.2025.105516&partnerID=40&md5=e08002219c8f60805b8b50f6accb43a2,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85085742396,10.1016/j.ijhm.2020.102521,Mr. Potato Head fights food waste: The effect of anthropomorphism in promoting ugly food,2020,International Journal of Hospitality Management,"Shao, X.; Jeong, E.; Jang, S.S.; Xu, Y.","Department of Apparel, Events and Hospitality Management, Iowa State University, Ames, IA, United States; Department of Apparel, Events and Hospitality Management, Iowa State University, Ames, IA, United States; College of Health and Human Sciences, West Lafayette, IN, United States","Shao, Xiaolong, Department of Apparel, Events and Hospitality Management, Iowa State University, Ames, IA, United States; Jeong, Eunha (Lena), Department of Apparel, Events and Hospitality Management, Iowa State University, Ames, IA, United States; Jang, Soocheong (Shawn), College of Health and Human Sciences, West Lafayette, IN, United States; Xu, Yang, Department of Apparel, Events and Hospitality Management, Iowa State University, Ames, IA, United States","Ugly food refers to vegetables and fruits that are oddly shaped, colored, or sized. Ugly food is typically thrown out, which represents a significant amount of food waste. This study aimed to identify effective ways to promote ugly food consumption by analyzing the relative persuasiveness of advertisements in terms of three variables: anthropomorphism (anthropomorphic vs. non-anthropomorphic), temporal framing (near future vs. distant future), and message framing (loss vs. gain). The results showed that anthropomorphism and distant future messages have a significant positive influence on consumers’ purchase intentions toward ugly food. This finding confirms that there is a significant matching effect between temporal distance and loss-/gain-framed messages on consumers’ purchase intentions toward ugly food. Additionally, this matching effect between temporal distance and loss-/gain-framed messages varies depending on the level of anthropomorphism present in the messages. The study also provides implications for effective marketing communication in the context of ugly food promotion in the foodservice industry. © 2020 Elsevier Ltd",Anthropomorphism; Food advertisements; Hospitality industry; Loss/gain message framing; Temporal distance; Ugly food,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085742396&doi=10.1016%2Fj.ijhm.2020.102521&partnerID=40&md5=046c4aff1c5d1266d15a8e5674ca5e5e,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85060307868,10.1016/j.jretconser.2019.01.010,Consumer perceptions and purchase behavior toward imperfect fruits and vegetables in an immersive virtual reality grocery store,2019,Journal of Retailing and Consumer Services,"Lombart, C.; Millan, E.; Normand, J.-M.; Verhulst, A.; Labbé-Pinlon, B.; Moreau, G.","In Situ Lab, Audencia, Nantes, Pays-de-la-Loire, France; Department of Food Science, University of Reading, Reading, Berkshire, United Kingdom; Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France; Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France","Lombart, Cindy, In Situ Lab, Audencia, Nantes, Pays-de-la-Loire, France; Millan, Elena S., Department of Food Science, University of Reading, Reading, Berkshire, United Kingdom; Normand, Jean Marie, Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France; Verhulst, Adrien, Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France; Labbé-Pinlon, Blandine, In Situ Lab, Audencia, Nantes, Pays-de-la-Loire, France; Moreau, Guillaume, Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France","This study investigates the effects of fruits and vegetables (FaVs) abnormality on consumer perceptions and purchasing behavior. For the purposes of this study, a virtual grocery store was created with a fresh FaVs section, where 142 participants became immersed using an Oculus Rift DK2 Head-Mounted Display (HMD) software. Participants were presented either “normal”, “slightly” misshapen, “moderately” misshapen or “severely” misshapen” FaVs. The study findings indicate that shoppers tend to purchase a similar number of FaVs whatever their level of deformity. However, perceptions of the appearance and quality of the FaVs depend on the degree of abnormality. “Moderately” misshapen FaVs are perceived as significantly better than those that are “heavily” misshapen but also “slightly” misshapen (except for the appearance of fruits). © 2019 Elsevier Ltd",Consumer perceptions; Experimental design; Food waste; Immersive VR shopping experience; Imperfect fruits and vegetables; Purchase behavior; Virtual reality grocery store,consumption behavior; food waste; fruit; perception; retailing; shopping activity; vegetable,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060307868&doi=10.1016%2Fj.jretconser.2019.01.010&partnerID=40&md5=14fa02a41a709d0a7733b620dfe929a1,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-105024590955,10.1016/j.foodqual.2025.105832,"Ugly outside, healthy inside: How packaging information labels shape consumer perceptions of imperfect fruits",2026,Food Quality and Preference,"Zhang, J.; Wu, Z.; Hu, Y.; Li, Y.; Wang, J.; Hu, J.","School of Art and Design, Beijing Forestry University, Beijing, Beijing, China","Zhang, Jie, School of Art and Design, Beijing Forestry University, Beijing, Beijing, China; Wu, Zhengda, School of Art and Design, Beijing Forestry University, Beijing, Beijing, China; Hu, Yulin, School of Art and Design, Beijing Forestry University, Beijing, Beijing, China; Li, Yilei, School of Art and Design, Beijing Forestry University, Beijing, Beijing, China; Wang, Jiayin, School of Art and Design, Beijing Forestry University, Beijing, Beijing, China; Hu, Junhan, School of Art and Design, Beijing Forestry University, Beijing, Beijing, China","Visual imperfections are a key barrier to consumer acceptance of imperfect fruits. A common cognitive bias—equating imperfection with spoilage (“ugly = spoiled”)—leads consumers to associate appearance defects with low quality or poor health, causing large amounts of edible waste. Although prior studies have improved willingness to buy (WTB), they have not fundamentally changed this perception. Moreover, the influence of packaging cues on reshaping such cognition remains underexplored. Grounded in cue utilization theory, this study designs an information label and tests its effectiveness through four online experiments involving strawberries, pears, and apples (N = 784 across 30 Chinese provinces). Results show that visual and textual cues on the label significantly increase consumers' WTB through a serial mediation of perceived naturalness and perceived quality. The indirect path—Information Cues ? Perceived Naturalness ? Perceived Quality ? WTB—was significant (b = 0.775, 95 % CI: [0.5108, 1.0762]). These cues prompt consumers to reattribute visual imperfections to natural characteristics, thereby enhancing perceived quality and WTB. Furthermore, the label's effect remained stable when an organic certification was present, indicating a diminishing marginal effect of coexisting information cues (b = 0.095, 95 % CI: [-0.0290, 0.2426]). This study expands understanding of imperfect fruit consumption by revealing how external cues shape cognitive reconstruction and decision-making. It also provides actionable insights for packaging design, food waste reduction, and sustainable consumption promotion. © 2025 Elsevier Ltd",Cue utilization theory; Imperfect fruits; Packaging information label; Perceived naturalness; Perceived quality; Willingness to buy,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024590955&doi=10.1016%2Fj.foodqual.2025.105832&partnerID=40&md5=807600369986ef0a34bad341113ae14d,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85045905470,10.1002/agr.21523,Retail promotion with price cut and the imperfect price responses of orange juice demand in the U.S.,2018,Agribusiness,"Kim, H.; Zansler, M.; House, L.A.","EMPLOYMENT, OREGON DEPARTMENT OF, Salem, OR, United States; Florida Department of Citrus, Lake Alfred, FL, United States; University of Florida Institute of Food and Agricultural Sciences, Gainesville, FL, United States","Kim, Hyeyoung, EMPLOYMENT, OREGON DEPARTMENT OF, Salem, OR, United States; Zansler, Marisa L., Florida Department of Citrus, Lake Alfred, FL, United States; House, Lisa A., University of Florida Institute of Food and Agricultural Sciences, Gainesville, FL, United States","The purpose of this study is to investigate imperfect price reversibility and measure price sensitivity incorporated with the effect of trade promotions for refrigerated 100% orange juice (OJ). Using a price decomposition method with distributed lags, we test imperfect reversibility and asymmetric price responses. Empirical models consisted of prices coupled with promotions and prices decoupled from promotions to determine the effect of trade promotions on retail prices. The results showed that the demand for OJ was imperfectly price reversible when we used prices coupled with promotion, and asymmetric price responses were found in not from concentrated OJ demand. Prices coupled with promotions were more elastic than prices decoupled from promotions. The demand for OJ was influenced by both current and previous information. Dynamic adjustments toward price and promotions may result in irreversibility. Competitions with price reduction increase sales in the short run, but frequent promotions may lead to lower reference prices that eventually weaken consumer willingness to purchase at regular prices without promotions. [EconLit citations: C32, Q11, Q13]. © 2017 Wiley Periodicals, Inc.",,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045905470&doi=10.1002%2Fagr.21523&partnerID=40&md5=f7e108c6693e45d3d400f3d2a751243a,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85063727376,10.1287/mksc.2018.1124,Accounting for discrepancies between online and offline product evaluations,2019,Marketing Science,"Dzyabura, D.; Jagabathula, S.; Muller, E.","Leonard N. Stern School of Business, New York, NY, United States; New Economic School, Moscow, Russian Federation; Harvard Business School, Boston, MA, United States; Arison School of Business, Reichman University, Herzliya, Tel Aviv, Israel","Dzyabura, Daria, Leonard N. Stern School of Business, New York, NY, United States, New Economic School, Moscow, Russian Federation; Jagabathula, Srikanth, Leonard N. Stern School of Business, New York, NY, United States, Harvard Business School, Boston, MA, United States; Muller, Eitan, Leonard N. Stern School of Business, New York, NY, United States, Arison School of Business, Reichman University, Herzliya, Tel Aviv, Israel","Despite the growth of online retail, the majority of products are still sold offline, and the “touch-and-feel” aspect of physically examining a product before purchase remains important to many consumers. In this paper, we demonstrate that large discrepancies can exist between how consumers evaluate products when examining them “live” versus based on online descriptions, even for a relatively familiar product (messenger bags) and for utilitarian features. Therefore, the use of online evaluations in market research may result in inaccurate predictions and potentially suboptimal decisions by the firm. Because eliciting preferences by conducting large-scale offline market research is costly, we propose fusing data from a large online study with data from a smaller set of participants who complete both an online and an offline study. We demonstrate our approach using conjoint studies on two sets of participants. The group who completed both online and offline studies allows us to calibrate the relationship between online and offline partworths. To obtain reliable parameter estimates, we propose two statistical methods: a hierarchical Bayesian approach and a k-nearest-neighbors approach. We demonstrate that the proposed approach achieves better out-of-sample predictive performance on individual choices (up to 25% improvement), as well as aggregate market shares (up to 33% improvement). © 2019 INFORMS.",Bayesian; Conjoint analysis; Consumer choice; Machine learning; Omnichannel,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063727376&doi=10.1287%2Fmksc.2018.1124&partnerID=40&md5=f6634a117185c724983fd4ba27fb0976,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85143855269,10.1016/j.gfs.2022.100664,"Poverty, price and preference barriers to improving diets in sub-Saharan Africa",2023,Global Food Security,"Headey, D.D.; Ecker, O.; Comstock, A.R.; Ruel, M.T.","International Food Policy Research Institute, Washington, D.C., DC, United States","Headey, Derek D., International Food Policy Research Institute, Washington, D.C., DC, United States; Ecker, Olivier, International Food Policy Research Institute, Washington, D.C., DC, United States; Comstock, Andrew R., International Food Policy Research Institute, Washington, D.C., DC, United States; Ruel, Marie T., International Food Policy Research Institute, Washington, D.C., DC, United States","Suboptimal diets are the most important preventable risk factor for the global burden of non-communicable diseases. The EAT-Lancet reference diet was therefore developed as a benchmark for gauging divergence from healthy eating standards. However, no previous research has comprehensively explored how and why this divergence exists in poorer countries undergoing nutrition transitions. This study therefore analyzes dietary patterns and drivers of the demand for nutritious foods using nationally representative household surveys from Ethiopia, Kenya, Tanzania, and Uganda. We show how barriers to dietary convergence stem from combinations of poverty, high relative food prices and weak preferences for some specific healthy foods. The article concludes by discussing interventions for strengthening consumer demand for healthy diets in Africa. © 2022 The Authors",East Africa; Food demand; Healthy diets; Non-communicable diseases; Nutritious foods,,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143855269&doi=10.1016%2Fj.gfs.2022.100664&partnerID=40&md5=cab8f1ad32b7d16d20691c79a88a018b,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85153397577,10.1007/s10551-023-05420-1,The Role of the Ugly = Bad Stereotype in the Rejection of Misshapen Produce,2024,Journal of Business Ethics,"Spielmann, N.; Gomez, P.; Minton, E.","NEOMA Business School, Mont-Saint-Aignan, Normandie, France; University of Wyoming, Laramie, WY, United States","Spielmann, Nathalie E., NEOMA Business School, Mont-Saint-Aignan, Normandie, France; Gomez, Pierrick, NEOMA Business School, Mont-Saint-Aignan, Normandie, France; Minton, Elizabeth A., University of Wyoming, Laramie, WY, United States","A substantial portion of produce harvested around the world is wasted because it does not meet consumers’ shape expectations. Only recently has research begun investigating the causes underlying misshapen produce rejection by consumers. Generally, this limited research has concluded that misshapen produce is subject to an ugly penalty, leading consumers to form biased expectations regarding product attributes (e.g., healthiness, tastiness, or naturalness). In this research, we propose that this ugly penalty extends to the moral valuation of misshapen produce and that this moral penalty is rooted in the feelings of disgust evoked by the visual appearance of such produce. Across five studies and two pilot studies, we show that misshapen fruits and vegetables are disgust elicitors, and that felt disgust causes consumers to make negative moral associations with produce which, in turn, leads to decreased preference. We also show that pairing misshapen produce with a positive unconditioned stimulus (i.e., an image of attractive individuals) is an efficient solution to counteract the effect of this stereotype. This research contributes to the growing body of work demonstrating the link between consumption behaviors, consumer preferences, and morality. © The Author(s), under exclusive licence to Springer Nature B.V. 2023.",Disgust; Food evaluations; Misshapen produce; Moral perceptions,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153397577&doi=10.1007%2Fs10551-023-05420-1&partnerID=40&md5=c80a1e1212222849699d3bfe98969f3d,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85049844795,10.3390/ijerph15071431,To buy or not to buy? Consumer attitudes and purchase intentions for suboptimal food,2018,International Journal of Environmental Research and Public Health,"Wong, S.-L.; Hsu, C.-C.; Chen, H.-S.","Chung Shan Medical University Hospital, Taichung, Taiwan; School of Health Diet and Industry Management, Chung Shan Medical University, Taichung, Taiwan; Chung Shan Medical University Hospital, Taichung, Taiwan","Wong, Songlin, Chung Shan Medical University Hospital, Taichung, Taiwan; Hsu, Chengchin, Chung Shan Medical University Hospital, Taichung, Taiwan; Chen, Hanshen, School of Health Diet and Industry Management, Chung Shan Medical University, Taichung, Taiwan, Chung Shan Medical University Hospital, Taichung, Taiwan","Food system and food safety have drawn spontaneous global attention due to the effect of substantial environmental concerns. Three billion tons of food are wasted every year, estimated as being a third of all produced food. The production of much of this waste is directly linked to the unwillingness to sell, purchase, and consume suboptimal food that have deviated from regular products in terms of appearance standards, date labeling, or damaged packaging. Yet empirical research on this issue is scarce. This study aims to develop an extended Theory of Planned Behavior (TPB) research model, which includes environmental concern and sensory appeal to predict consumers’ purchase intention to suboptimal foods. A total of 539 respondents collected in Taiwan as data input. The empirical results of structural equation modeling (SEM) indicate that consumers’ attitude was the main predictor of their intention to purchase suboptimal foods. Interestingly, this research showed that both perceived behavioral control and subjective norms were not significant predictors of intention. Furthermore, adding environmental concern and sensory appeal as the additional constructs to the TPB significantly increased the explanatory power of the standard model. These findings provide important insights for suboptimal food and useful recommendations for marketing channels, suggesting that promotion of suboptimal food may be the key to potential business. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.",Environmental concern; Extended theory of planned behavior (TPB); Food security; Sensory appeal,"attitudinal survey; consumption behavior; food market; food security; marketing; research work; adult; article; consumer attitude; empirical research; female; human; human experiment; major clinical study; male; structural equation modeling; Taiwan; Theory of Planned Behavior; aged; attitude to health; behavior; food preference; food quality; middle aged; psychological theory; psychology; questionnaire; very elderly; Adult; Aged; Aged, 80 and over; Attitude to Health; Consumer Behavior; Female; Food Preferences; Food Quality; Humans; Intention; Male; Middle Aged; Psychological Theory; Surveys and Questionnaires",Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049844795&doi=10.3390%2Fijerph15071431&partnerID=40&md5=5053232d06d65b4d79482e32fef6bf77,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-105018927102,10.1108/JCM-06-2024-6975,Enhancing consumer responses to misshapen produce: leveraging awe to promote sustainability,2025,Journal of Consumer Marketing,"Kaplan, B.; Benoit, I.D.; Miller, E.G.","College of Business and Management, Lynn University, Boca Raton, FL, United States; Department of Marketing and Supply Chain Management, Appalachian State University, Boone, NC, United States; Department of Marketing, University of Massachusetts Amherst, Amherst, MA, United States","Kaplan, Begum, College of Business and Management, Lynn University, Boca Raton, FL, United States; Benoit, Ilgim Dara, Department of Marketing and Supply Chain Management, Appalachian State University, Boone, NC, United States; Miller, Elizabeth Gelfand, Department of Marketing, University of Massachusetts Amherst, Amherst, MA, United States","Purpose – A significant amount of produce is wasted because it does not conform to consumers’ aesthetic expectations. This study aims to explore the role of awe as a potential emotional appeal for reducing the amount of food waste caused by misshapen produce. Design/methodology/approach – Across four experiments, the authors examine the role of awe in consumers’ acceptance of misshapen produce. In the experiments, to enhance the validity of findings, the authors use different produce items (apple, carrot, lemon), operationalizations of awe (dispositional awe in Study1, manipulated awe with writing task in Study 2, manipulated awe with video task in Study 3, manipulated awe with a billboard visual in Study 4) and consumer responses (attitude and purchase intention). Findings – Results indicate that while misshapen produce negatively affects consumers’ responses, the emotion of awe mitigates this negative effect. Awe enhances consumers’ attitudes and purchase intentions toward misshapen produce. In addition, consumers’ evaluations of misshapen produce mediate the relationship between awe and consumer responses. Practical implications – This research introduces a new intervention, awe, that marketers can use to increase acceptance of misshapen produce. By integrating awe into marketing strategies, marketers, governments and scholars can foster a more inclusive and sustainable food system that values all kinds of produce regardless of appearance. Originality/value – This research contributes to the sustainability literature by introducing awe as a novel intervention in combatting food waste. The studies highlight the transformative power of awe in mitigating the negative effects of misshapen produce on consumers by enhancing consumers’ product evaluations. © 2025 Emerald Publishing Limited",Awe; Consumer responses; Emotional appeal; Misshapen produce; Product appearance; Sustainability,,Article,aip,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018927102&doi=10.1108%2FJCM-06-2024-6975&partnerID=40&md5=35564b1e4d3fb26c3d300ece344a3efe,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85182904011,10.1016/j.foodqual.2023.105095,Changing consumer attitudes towards suboptimal foods: The effect of zero waste labeling,2024,Food Quality and Preference,"Szymkowiak, A.; Antoniak, M.A.; Maslana, N.","Department of Commerce and Marketing, Poznan University of Economics and Business, Poznan, Wielkopolska Province, Poland; Faculty of Economics and Management, Czech University of Life Sciences Prague, Prague, Czech Republic; Department of Market Research and Services, Poznan University of Economics and Business, Poznan, Wielkopolska Province, Poland","Szymkowiak, Andrzej, Department of Commerce and Marketing, Poznan University of Economics and Business, Poznan, Wielkopolska Province, Poland, Faculty of Economics and Management, Czech University of Life Sciences Prague, Prague, Czech Republic; Antoniak, Marcin Adam, Department of Market Research and Services, Poznan University of Economics and Business, Poznan, Wielkopolska Province, Poland; Maslana, Natalia, Department of Commerce and Marketing, Poznan University of Economics and Business, Poznan, Wielkopolska Province, Poland","Food waste is a significant issue in today's society, and it is essential to understand factors influencing consumer attitudes and perceptions towards suboptimal food products. In this study, it was aimed to investigate the impact of a “zero waste” label on consumer attitudes and perceptions towards suboptimal food products compared to optimal and suboptimal ones with and without the label. Online surveys with a total sample of 1,034 consumers were used in the research. The results showed that the addition of a “zero waste” label had significant impact on consumer attitudes and perceptions towards suboptimal food products, with no significant difference observed between attitudes and perceptions towards optimal and zero waste-labeled ones. Furthermore, it was found that consumers with higher ecological concern showed significant differences in attitudes and willingness to buy between optimal and suboptimal products, but these differences disappeared with the addition of the “zero waste” label. In contrast, consumers with low ecological concern showed significant differences in attitudes and willingness to buy between optimal and suboptimal products, even with the “zero waste” label. These findings suggest that policymakers and food producers could focus on increasing consumer awareness regarding the issue of food waste to reduce negative attitudes towards suboptimal food. Additionally, the results provide valuable insights for practitioners on how to promote suboptimal products and reduce food waste. © 2024 Elsevier Ltd",Consumer attitudes; Ecological concern; Food waste; Suboptimal food products; Willingness to buy; Zero waste label,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182904011&doi=10.1016%2Fj.foodqual.2023.105095&partnerID=40&md5=2b49d06550f08e8062ffba3381973433,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85055528823,10.3390/su10113835,Consumer imperfect information in the market for expired and nearly expired foods and implications for reducing food waste,2018,Sustainability (Switzerland),"Collart, A.J.; Interis, M.G.","Department of Agricultural Economics, Mississippi State University, Mississippi State, MS, United States","Collart, Alba J., Department of Agricultural Economics, Mississippi State University, Mississippi State, MS, United States; Interis, Matthew G., Department of Agricultural Economics, Mississippi State University, Mississippi State, MS, United States","A substantial source of food waste occurs when consumers and sellers dispose of expired food despite it being safe to eat. We conduct an incentive-compatible, non-hypothetical laboratory choice experiment in which 150 participants choose between food products of varying perishability level at various dates before or after their best-before dates. In one treatment, participants received information about the interpretation of food date labels. In another they received this information plus additional information on food waste due to date label confusion and its environmental impacts. We find that clarifying the meaning of date labels is insufficient to change preferences for food past its best-before date, but when a link between date labels, food waste, and its environmental impacts is made, participants' willingness-to-pay for expired food increases, particularly for expired frozen or recently expired semi-perishable products. Our findings have implications for food waste reduction efforts because increasing the value of expired food increases the opportunity cost of wasting expired but consumable food. © 2018 by the authors.",Choice experiment; Environmental impacts; Food date labels; Food waste,environmental economics; environmental impact; experimental study; food market; food waste; information management; waste disposal; waste treatment; willingness to pay,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055528823&doi=10.3390%2Fsu10113835&partnerID=40&md5=fc79f57256fa6ec5362239ec698ceec5,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-105011503024,10.22434/ifamr1131,Bridging taste and health: the role of machine learning in consumer food selection,2025,International Food and Agribusiness Management Review,"Adhikari, S.; McFadden, B.","Department of Agricultural Economics & Agribusiness, University of Arkansas, Fayetteville, AR, United States","Adhikari, Saroj, Department of Agricultural Economics & Agribusiness, University of Arkansas, Fayetteville, AR, United States; McFadden, Brandon R., Department of Agricultural Economics & Agribusiness, University of Arkansas, Fayetteville, AR, United States","Navigating the modern food landscape is complex, often leading consumers to make suboptimal dietary choices due to information, time constraints, and psychological vulnerabilities. Machine learning (ML) presents a promising solution to enhance the contemporary grocery shopping experience by providing personalized dietary recommendations tailored to individual preferences and characteristics. Traditional methods of dietary guidance cannot account for nuanced consumer characteristics and preferences. In contrast, ML algorithms can incorporate specific information about individuals and continuously adapt to provide personalized recommendations, considering factors like historical eating habits, socio-demographics, nutritional requirements, etc. This paper explores the potential value of ML in enhancing personalized dietary recommendations, focusing on personalization at scale and sustained behavior modification. Additionally, it discusses how retailers can integrate ML into the shopping experience to offer customized recommendations based on consumer and inventory data. Future innovations, such as incorporating biometric data, further enhance the precision of personalized recommendations and support ‘Food is Medicine’ programs. By doing so, ML can offer opportunities for retailers to improve customer satisfaction and loyalty by providing personalized recommendations aligned with consumer-centric marketing strategies. By guiding consumer food choices, ML recommendations can potentially improve shopping experiences and benefit consumers and retailers. © 2025 Adhikari and McFadden",food choice; personalization at scale; personalized dietary recommendation; sustained behavior modification,,Article,Final,All Open Access; Gold Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011503024&doi=10.22434%2Fifamr1131&partnerID=40&md5=eaa169de95cb7ba1b26b4acabad4af5c,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
